,year,month,day,hour,bitcoin
7695,2015,11,15,18,36
7696,2015,11,15,19,45
7697,2015,11,15,20,71
7698,2015,11,15,21,66
7699,2015,11,15,22,51
7700,2015,11,15,23,76
7701,2015,11,16,0,44
7702,2015,11,16,1,43
7703,2015,11,16,2,76
7704,2015,11,16,3,49
7705,2015,11,16,4,36
7706,2015,11,16,5,65
7707,2015,11,16,6,47
7708,2015,11,16,7,61
7709,2015,11,16,8,46
7710,2015,11,16,9,37
7711,2015,11,16,10,42
7712,2015,11,16,11,63
7713,2015,11,16,12,29
7714,2015,11,16,13,52
7715,2015,11,16,14,56
7716,2015,11,16,15,50
7717,2015,11,16,16,54
7718,2015,11,16,17,32
7719,2015,11,16,18,47
7720,2015,11,16,19,65
7721,2015,11,16,20,69
7722,2015,11,16,21,52
7723,2015,11,16,22,82
7724,2015,11,16,23,84
7725,2015,11,17,0,76
7726,2015,11,17,1,61
7727,2015,11,17,2,51
7728,2015,11,17,3,73
7729,2015,11,17,4,54
7730,2015,11,17,5,74
7731,2015,11,17,6,74
7732,2015,11,17,7,75
7733,2015,11,17,8,56
7734,2015,11,17,9,39
7735,2015,11,17,10,46
7736,2015,11,17,11,52
7737,2015,11,17,12,50
7738,2015,11,17,13,45
7739,2015,11,17,14,44
7740,2015,11,17,15,47
7741,2015,11,17,16,49
7742,2015,11,17,17,56
7743,2015,11,17,18,45
7744,2015,11,17,19,65
7745,2015,11,17,20,86
7746,2015,11,17,21,67
7747,2015,11,17,22,56
7748,2015,11,17,23,39
7749,2015,11,18,0,59
7750,2015,11,18,1,63
7751,2015,11,18,2,81
7752,2015,11,18,3,60
7753,2015,11,18,4,62
7754,2015,11,18,5,66
7755,2015,11,18,6,62
7756,2015,11,18,7,50
7757,2015,11,18,8,35
7758,2015,11,18,9,36
7759,2015,11,18,10,30
7760,2015,11,18,11,54
7761,2015,11,18,12,54
7762,2015,11,18,13,38
7763,2015,11,18,14,51
7764,2015,11,18,15,39
7765,2015,11,18,16,37
7766,2015,11,18,17,56
7767,2015,11,18,18,50
7768,2015,11,18,19,68
7769,2015,11,18,20,79
7770,2015,11,18,21,43
7771,2015,11,18,22,85
7772,2015,11,18,23,64
7773,2015,11,19,0,100
7774,2015,11,19,0,100
7775,2015,11,19,1,50
7776,2015,11,19,2,70
7777,2015,11,19,3,53
7778,2015,11,19,4,65
7779,2015,11,19,5,58
7780,2015,11,19,6,32
7781,2015,11,19,7,53
7782,2015,11,19,8,56
7783,2015,11,19,9,50
7784,2015,11,19,10,36
7785,2015,11,19,11,55
7786,2015,11,19,12,38
7787,2015,11,19,13,50
7788,2015,11,19,14,45
7789,2015,11,19,15,42
7790,2015,11,19,16,81
7791,2015,11,19,17,48
7792,2015,11,19,18,57
7793,2015,11,19,19,54
7794,2015,11,19,20,46
7795,2015,11,19,21,53
7796,2015,11,19,22,28
7797,2015,11,19,23,57
7798,2015,11,20,0,62
7799,2015,11,20,1,64
7800,2015,11,20,2,53
7801,2015,11,20,3,90
7802,2015,11,20,4,50
7803,2015,11,20,5,76
7804,2015,11,20,6,33
7805,2015,11,20,7,54
7806,2015,11,20,8,56
7807,2015,11,20,9,44
7808,2015,11,20,10,25
7809,2015,11,20,11,54
7810,2015,11,20,12,39
7811,2015,11,20,13,49
7812,2015,11,20,14,46
7813,2015,11,20,15,56
7814,2015,11,20,16,55
7815,2015,11,20,17,36
7816,2015,11,20,18,61
7817,2015,11,20,19,63
7818,2015,11,20,20,66
7819,2015,11,20,21,55
7820,2015,11,20,22,77
7821,2015,11,20,23,56
7822,2015,11,21,0,47
7823,2015,11,21,1,54
7824,2015,11,21,2,76
7825,2015,11,21,3,59
7826,2015,11,21,4,52
7827,2015,11,21,5,61
7828,2015,11,21,6,60
7829,2015,11,21,7,43
7830,2015,11,21,8,34
7831,2015,11,21,9,45
7832,2015,11,21,10,66
7833,2015,11,21,11,69
7834,2015,11,21,12,54
7835,2015,11,21,13,60
7836,2015,11,21,14,43
7837,2015,11,21,15,43
7838,2015,11,21,16,34
7839,2015,11,21,17,38
7840,2015,11,21,18,66
7841,2015,11,21,19,53
7842,2015,11,21,20,78
7843,2015,11,21,21,65
7844,2015,11,21,22,51
7845,2015,11,21,23,61
7846,2015,11,22,0,50
7847,2015,11,22,1,45
7848,2015,11,22,2,39
7849,2015,11,22,3,24
7850,2015,11,22,4,66
7851,2015,11,22,5,22
7852,2015,11,22,6,52
7853,2015,11,22,7,64
7854,2015,11,22,8,40
7855,2015,11,22,9,39
7856,2015,11,22,10,39
7857,2015,11,22,11,55
7858,2015,11,22,12,37
7859,2015,11,22,13,40
7860,2015,11,22,14,55
7861,2015,11,22,15,44
7862,2015,11,22,16,54
7863,2015,11,22,17,55
7864,2015,11,22,18,43
7865,2015,11,22,19,48
7866,2015,11,22,20,85
7867,2015,11,22,21,51
7868,2015,11,22,22,90
7869,2015,11,22,23,50
7870,2015,11,23,0,64
7871,2015,11,23,1,96
7872,2015,11,23,2,55
7873,2015,11,23,3,46
7874,2015,11,23,4,54
7875,2015,11,23,5,32
7876,2015,11,23,6,31
7877,2015,11,23,7,42
7878,2015,11,23,8,53
7879,2015,11,23,9,32
7880,2015,11,23,10,50
7881,2015,11,23,11,53
7882,2015,11,23,12,30
7883,2015,11,23,13,35
7884,2015,11,23,14,58
7885,2015,11,23,15,53
7886,2015,11,23,16,47
7887,2015,11,23,17,48
7888,2015,11,23,18,56
7889,2015,11,23,19,100
7890,2015,11,23,20,43
7891,2015,11,23,21,45
7892,2015,11,23,22,52
7893,2015,11,23,23,56
7894,2015,11,24,0,69
7895,2015,11,24,1,56
7896,2015,11,24,2,41
7897,2015,11,24,3,49
7898,2015,11,24,4,26
7899,2015,11,24,5,62
7900,2015,11,24,6,39
7901,2015,11,24,7,33
7902,2015,11,24,8,57
7903,2015,11,24,9,53
7904,2015,11,24,10,44
7905,2015,11,24,11,52
7906,2015,11,24,12,61
7907,2015,11,24,13,48
7908,2015,11,24,14,33
7909,2015,11,24,15,45
7910,2015,11,24,16,33
7911,2015,11,24,17,55
7912,2015,11,24,18,45
7913,2015,11,24,19,40
7914,2015,11,24,20,85
7915,2015,11,24,21,60
7916,2015,11,24,22,44
7917,2015,11,24,23,59
7918,2015,11,25,0,41
7919,2015,11,25,1,46
7920,2015,11,25,2,51
7921,2015,11,25,3,48
7922,2015,11,25,4,54
7923,2015,11,25,5,50
7924,2015,11,25,6,28
7925,2015,11,25,7,41
7926,2015,11,25,8,48
7927,2015,11,25,9,53
7928,2015,11,25,10,37
7929,2015,11,25,11,56
7930,2015,11,25,12,52
7931,2015,11,25,13,49
7932,2015,11,25,14,35
7933,2015,11,25,15,41
7934,2015,11,25,16,67
7935,2015,11,25,17,41
7936,2015,11,25,18,70
7937,2015,11,25,19,48
7938,2015,11,25,20,59
7939,2015,11,25,21,50
7940,2015,11,25,22,53
7941,2015,11,25,23,45
7942,2015,11,26,0,52
7943,2015,11,26,0,57
7944,2015,11,26,1,69
7945,2015,11,26,2,41
7946,2015,11,26,3,46
7947,2015,11,26,4,56
7948,2015,11,26,5,74
7949,2015,11,26,6,57
7950,2015,11,26,7,59
7951,2015,11,26,8,47
7952,2015,11,26,9,66
7953,2015,11,26,10,59
7954,2015,11,26,11,55
7955,2015,11,26,12,59
7956,2015,11,26,13,53
7957,2015,11,26,14,62
7958,2015,11,26,15,71
7959,2015,11,26,16,68
7960,2015,11,26,17,76
7961,2015,11,26,18,50
7962,2015,11,26,19,68
7963,2015,11,26,20,64
7964,2015,11,26,21,58
7965,2015,11,26,22,65
7966,2015,11,26,23,63
7967,2015,11,27,0,47
7968,2015,11,27,1,54
7969,2015,11,27,2,40
7970,2015,11,27,3,82
7971,2015,11,27,4,91
7972,2015,11,27,5,67
7973,2015,11,27,6,49
7974,2015,11,27,7,40
7975,2015,11,27,8,50
7976,2015,11,27,9,63
7977,2015,11,27,10,63
7978,2015,11,27,11,44
7979,2015,11,27,12,36
7980,2015,11,27,13,70
7981,2015,11,27,14,39
7982,2015,11,27,15,46
7983,2015,11,27,16,60
7984,2015,11,27,17,55
7985,2015,11,27,18,37
7986,2015,11,27,19,66
7987,2015,11,27,20,84
7988,2015,11,27,21,46
7989,2015,11,27,22,53
7990,2015,11,27,23,63
7991,2015,11,28,0,55
7992,2015,11,28,1,35
7993,2015,11,28,2,76
7994,2015,11,28,3,69
7995,2015,11,28,4,70
7996,2015,11,28,5,61
7997,2015,11,28,6,46
7998,2015,11,28,7,51
7999,2015,11,28,8,47
8000,2015,11,28,9,41
8001,2015,11,28,10,34
8002,2015,11,28,11,40
8003,2015,11,28,12,66
8004,2015,11,28,13,58
8005,2015,11,28,14,56
8006,2015,11,28,15,36
8007,2015,11,28,16,50
8008,2015,11,28,17,41
8009,2015,11,28,18,64
8010,2015,11,28,19,57
8011,2015,11,28,20,60
8012,2015,11,28,21,50
8013,2015,11,28,22,58
8014,2015,11,28,23,55
8015,2015,11,29,0,44
8016,2015,11,29,1,56
8017,2015,11,29,2,41
8018,2015,11,29,3,69
8019,2015,11,29,4,44
8020,2015,11,29,5,42
8021,2015,11,29,6,73
8022,2015,11,29,7,60
8023,2015,11,29,8,51
8024,2015,11,29,9,58
8025,2015,11,29,10,38
8026,2015,11,29,11,50
8027,2015,11,29,12,44
8028,2015,11,29,13,60
8029,2015,11,29,14,52
8030,2015,11,29,15,52
8031,2015,11,29,16,56
8032,2015,11,29,17,57
8033,2015,11,29,18,55
8034,2015,11,29,19,55
8035,2015,11,29,20,64
8036,2015,11,29,21,67
8037,2015,11,29,22,63
8038,2015,11,29,23,80
8039,2015,11,30,0,53
8040,2015,11,30,1,99
8041,2015,11,30,2,67
8042,2015,11,30,3,64
8043,2015,11,30,4,50
8044,2015,11,30,5,67
8045,2015,11,30,6,69
8046,2015,11,30,7,75
8047,2015,11,30,8,56
8048,2015,11,30,9,28
8049,2015,11,30,10,51
8050,2015,11,30,11,65
8051,2015,11,30,12,59
8052,2015,11,30,13,58
8053,2015,11,30,14,71
8054,2015,11,30,15,54
8055,2015,11,30,16,71
8056,2015,11,30,17,54
8057,2015,11,30,18,63
8058,2015,11,30,19,67
8059,2015,11,30,20,67
8060,2015,11,30,21,84
8061,2015,11,30,22,94
8062,2015,11,30,23,85
8063,2015,12,1,0,56
8064,2015,12,1,1,84
8065,2015,12,1,2,84
8066,2015,12,1,3,74
8067,2015,12,1,4,62
8068,2015,12,1,5,100
8069,2015,12,1,6,89
8070,2015,12,1,7,43
8071,2015,12,1,8,57
8072,2015,12,1,9,52
8073,2015,12,1,10,59
8074,2015,12,1,11,52
8075,2015,12,1,12,64
8076,2015,12,1,13,45
8077,2015,12,1,14,65
8078,2015,12,1,15,52
8079,2015,12,1,16,38
8080,2015,12,1,17,66
8081,2015,12,1,18,59
8082,2015,12,1,19,49
8083,2015,12,1,20,62
8084,2015,12,1,21,64
8085,2015,12,1,22,64
8086,2015,12,1,23,76
8087,2015,12,2,0,79
8088,2015,12,2,1,67
8089,2015,12,2,2,79
8090,2015,12,2,3,64
8091,2015,12,2,4,73
8092,2015,12,2,5,73
8093,2015,12,2,6,95
8094,2015,12,2,7,56
8095,2015,12,2,8,66
8096,2015,12,2,9,45
8097,2015,12,2,10,59
8098,2015,12,2,11,57
8099,2015,12,2,12,48
8100,2015,12,2,13,59
8101,2015,12,2,14,42
8102,2015,12,2,15,59
8103,2015,12,2,16,79
8104,2015,12,2,17,63
8105,2015,12,2,18,69
8106,2015,12,2,19,65
8107,2015,12,2,20,72
8108,2015,12,2,21,60
8109,2015,12,2,22,77
8110,2015,12,2,23,84
8111,2015,12,3,0,80
8112,2015,12,3,0,38
8113,2015,12,3,1,26
8114,2015,12,3,2,40
8115,2015,12,3,3,36
8116,2015,12,3,4,38
8117,2015,12,3,5,36
8118,2015,12,3,6,42
8119,2015,12,3,7,28
8120,2015,12,3,8,21
8121,2015,12,3,9,27
8122,2015,12,3,10,29
8123,2015,12,3,11,15
8124,2015,12,3,12,21
8125,2015,12,3,13,21
8126,2015,12,3,14,29
8127,2015,12,3,15,25
8128,2015,12,3,16,30
8129,2015,12,3,17,27
8130,2015,12,3,18,30
8131,2015,12,3,19,23
8132,2015,12,3,20,31
8133,2015,12,3,21,32
8134,2015,12,3,22,20
8135,2015,12,3,23,29
8136,2015,12,4,0,36
8137,2015,12,4,1,25
8138,2015,12,4,2,35
8139,2015,12,4,3,27
8140,2015,12,4,4,39
8141,2015,12,4,5,24
8142,2015,12,4,6,20
8143,2015,12,4,7,22
8144,2015,12,4,8,30
8145,2015,12,4,9,27
8146,2015,12,4,10,22
8147,2015,12,4,11,29
8148,2015,12,4,12,29
8149,2015,12,4,13,18
8150,2015,12,4,14,22
8151,2015,12,4,15,23
8152,2015,12,4,16,30
8153,2015,12,4,17,28
8154,2015,12,4,18,15
8155,2015,12,4,19,14
8156,2015,12,4,20,21
8157,2015,12,4,21,36
8158,2015,12,4,22,19
8159,2015,12,4,23,32
8160,2015,12,5,0,25
8161,2015,12,5,1,43
8162,2015,12,5,2,35
8163,2015,12,5,3,43
8164,2015,12,5,4,14
8165,2015,12,5,5,28
8166,2015,12,5,6,40
8167,2015,12,5,7,14
8168,2015,12,5,8,28
8169,2015,12,5,9,11
8170,2015,12,5,10,25
8171,2015,12,5,11,22
8172,2015,12,5,12,20
8173,2015,12,5,13,22
8174,2015,12,5,14,19
8175,2015,12,5,15,22
8176,2015,12,5,16,30
8177,2015,12,5,17,29
8178,2015,12,5,18,35
8179,2015,12,5,19,22
8180,2015,12,5,20,26
8181,2015,12,5,21,27
8182,2015,12,5,22,31
8183,2015,12,5,23,26
8184,2015,12,6,0,32
8185,2015,12,6,1,33
8186,2015,12,6,2,19
8187,2015,12,6,3,31
8188,2015,12,6,4,31
8189,2015,12,6,5,35
8190,2015,12,6,6,27
8191,2015,12,6,7,32
8192,2015,12,6,8,26
8193,2015,12,6,9,33
8194,2015,12,6,10,24
8195,2015,12,6,11,27
8196,2015,12,6,12,26
8197,2015,12,6,13,25
8198,2015,12,6,14,27
8199,2015,12,6,15,27
8200,2015,12,6,16,19
8201,2015,12,6,17,30
8202,2015,12,6,18,26
8203,2015,12,6,19,31
8204,2015,12,6,20,32
8205,2015,12,6,21,36
8206,2015,12,6,22,26
8207,2015,12,6,23,29
8208,2015,12,7,0,26
8209,2015,12,7,1,31
8210,2015,12,7,2,32
8211,2015,12,7,3,28
8212,2015,12,7,4,29
8213,2015,12,7,5,31
8214,2015,12,7,6,35
8215,2015,12,7,7,31
8216,2015,12,7,8,30
8217,2015,12,7,9,32
8218,2015,12,7,10,35
8219,2015,12,7,11,20
8220,2015,12,7,12,27
8221,2015,12,7,13,32
8222,2015,12,7,14,27
8223,2015,12,7,15,35
8224,2015,12,7,16,27
8225,2015,12,7,17,34
8226,2015,12,7,18,25
8227,2015,12,7,19,33
8228,2015,12,7,20,28
8229,2015,12,7,21,37
8230,2015,12,7,22,33
8231,2015,12,7,23,24
8232,2015,12,8,0,36
8233,2015,12,8,1,33
8234,2015,12,8,2,27
8235,2015,12,8,3,35
8236,2015,12,8,4,28
8237,2015,12,8,5,34
8238,2015,12,8,6,37
8239,2015,12,8,7,15
8240,2015,12,8,8,22
8241,2015,12,8,9,38
8242,2015,12,8,10,21
8243,2015,12,8,11,28
8244,2015,12,8,12,32
8245,2015,12,8,13,32
8246,2015,12,8,14,28
8247,2015,12,8,15,28
8248,2015,12,8,16,24
8249,2015,12,8,17,35
8250,2015,12,8,18,29
8251,2015,12,8,19,42
8252,2015,12,8,20,66
8253,2015,12,8,21,63
8254,2015,12,8,22,82
8255,2015,12,8,23,100
8256,2015,12,9,0,79
8257,2015,12,9,1,63
8258,2015,12,9,2,72
8259,2015,12,9,3,58
8260,2015,12,9,4,84
8261,2015,12,9,5,86
8262,2015,12,9,6,75
8263,2015,12,9,7,79
8264,2015,12,9,8,69
8265,2015,12,9,9,80
8266,2015,12,9,10,90
8267,2015,12,9,11,94
8268,2015,12,9,12,89
8269,2015,12,9,13,68
8270,2015,12,9,14,84
8271,2015,12,9,15,82
8272,2015,12,9,16,61
8273,2015,12,9,17,85
8274,2015,12,9,18,65
8275,2015,12,9,19,69
8276,2015,12,9,20,70
8277,2015,12,9,21,80
8278,2015,12,9,22,81
8279,2015,12,9,23,56
8280,2015,12,10,0,57
8281,2015,12,10,0,82
8282,2015,12,10,1,78
8283,2015,12,10,2,97
8284,2015,12,10,3,87
8285,2015,12,10,4,89
8286,2015,12,10,5,100
8287,2015,12,10,6,72
8288,2015,12,10,7,80
8289,2015,12,10,8,81
8290,2015,12,10,9,88
8291,2015,12,10,10,85
8292,2015,12,10,11,71
8293,2015,12,10,12,57
8294,2015,12,10,13,61
8295,2015,12,10,14,62
8296,2015,12,10,15,57
8297,2015,12,10,16,64
8298,2015,12,10,17,64
8299,2015,12,10,18,65
8300,2015,12,10,19,78
8301,2015,12,10,20,68
8302,2015,12,10,21,88
8303,2015,12,10,22,64
8304,2015,12,10,23,59
8305,2015,12,11,0,64
8306,2015,12,11,1,68
8307,2015,12,11,2,60
8308,2015,12,11,3,65
8309,2015,12,11,4,65
8310,2015,12,11,5,35
8311,2015,12,11,6,58
8312,2015,12,11,7,77
8313,2015,12,11,8,59
8314,2015,12,11,9,61
8315,2015,12,11,10,58
8316,2015,12,11,11,60
8317,2015,12,11,12,50
8318,2015,12,11,13,37
8319,2015,12,11,14,48
8320,2015,12,11,15,67
8321,2015,12,11,16,52
8322,2015,12,11,17,62
8323,2015,12,11,18,72
8324,2015,12,11,19,75
8325,2015,12,11,20,53
8326,2015,12,11,21,65
8327,2015,12,11,22,62
8328,2015,12,11,23,65
8329,2015,12,12,0,73
8330,2015,12,12,1,97
8331,2015,12,12,2,68
8332,2015,12,12,3,77
8333,2015,12,12,4,80
8334,2015,12,12,5,66
8335,2015,12,12,6,85
8336,2015,12,12,7,61
8337,2015,12,12,8,41
8338,2015,12,12,9,40
8339,2015,12,12,10,48
8340,2015,12,12,11,47
8341,2015,12,12,12,47
8342,2015,12,12,13,53
8343,2015,12,12,14,57
8344,2015,12,12,15,50
8345,2015,12,12,16,58
8346,2015,12,12,17,47
8347,2015,12,12,18,42
8348,2015,12,12,19,50
8349,2015,12,12,20,63
8350,2015,12,12,21,34
8351,2015,12,12,22,48
8352,2015,12,12,23,66
8353,2015,12,13,0,68
8354,2015,12,13,1,46
8355,2015,12,13,2,61
8356,2015,12,13,3,63
8357,2015,12,13,4,54
8358,2015,12,13,5,54
8359,2015,12,13,6,51
8360,2015,12,13,7,54
8361,2015,12,13,8,54
8362,2015,12,13,9,56
8363,2015,12,13,10,30
8364,2015,12,13,11,41
8365,2015,12,13,12,42
8366,2015,12,13,13,43
8367,2015,12,13,14,14
8368,2015,12,13,15,49
8369,2015,12,13,16,51
8370,2015,12,13,17,52
8371,2015,12,13,18,39
8372,2015,12,13,19,38
8373,2015,12,13,20,52
8374,2015,12,13,21,67
8375,2015,12,13,22,51
8376,2015,12,13,23,46
8377,2015,12,14,0,57
8378,2015,12,14,1,57
8379,2015,12,14,2,44
8380,2015,12,14,3,70
8381,2015,12,14,4,61
8382,2015,12,14,5,52
8383,2015,12,14,6,45
8384,2015,12,14,7,44
8385,2015,12,14,8,59
8386,2015,12,14,9,36
8387,2015,12,14,10,48
8388,2015,12,14,11,50
8389,2015,12,14,12,37
8390,2015,12,14,13,34
8391,2015,12,14,14,26
8392,2015,12,14,15,35
8393,2015,12,14,16,38
8394,2015,12,14,17,47
8395,2015,12,14,18,47
8396,2015,12,14,19,46
8397,2015,12,14,20,59
8398,2015,12,14,21,44
8399,2015,12,14,22,56
8400,2015,12,14,23,50
8401,2015,12,15,0,47
8402,2015,12,15,1,55
8403,2015,12,15,2,86
8404,2015,12,15,3,42
8405,2015,12,15,4,51
8406,2015,12,15,5,57
8407,2015,12,15,6,74
8408,2015,12,15,7,36
8409,2015,12,15,8,58
8410,2015,12,15,9,47
8411,2015,12,15,10,36
8412,2015,12,15,11,43
8413,2015,12,15,12,41
8414,2015,12,15,13,41
8415,2015,12,15,14,43
8416,2015,12,15,15,49
8417,2015,12,15,16,51
8418,2015,12,15,17,67
8419,2015,12,15,18,56
8420,2015,12,15,19,61
8421,2015,12,15,20,46
8422,2015,12,15,21,60
8423,2015,12,15,22,71
8424,2015,12,15,23,64
8425,2015,12,16,0,77
8426,2015,12,16,1,51
8427,2015,12,16,2,53
8428,2015,12,16,3,65
8429,2015,12,16,4,64
8430,2015,12,16,5,61
8431,2015,12,16,6,35
8432,2015,12,16,7,40
8433,2015,12,16,8,51
8434,2015,12,16,9,32
8435,2015,12,16,10,49
8436,2015,12,16,11,49
8437,2015,12,16,12,22
8438,2015,12,16,13,41
8439,2015,12,16,14,45
8440,2015,12,16,15,41
8441,2015,12,16,16,46
8442,2015,12,16,17,45
8443,2015,12,16,18,38
8444,2015,12,16,19,43
8445,2015,12,16,20,60
8446,2015,12,16,21,55
8447,2015,12,16,22,42
8448,2015,12,16,23,59
8449,2015,12,17,0,58
8450,2015,12,17,0,76
8451,2015,12,17,1,78
8452,2015,12,17,2,74
8453,2015,12,17,3,83
8454,2015,12,17,4,88
8455,2015,12,17,5,71
8456,2015,12,17,6,69
8457,2015,12,17,7,53
8458,2015,12,17,8,70
8459,2015,12,17,9,66
8460,2015,12,17,10,58
8461,2015,12,17,11,49
8462,2015,12,17,12,53
8463,2015,12,17,13,62
8464,2015,12,17,14,64
8465,2015,12,17,15,56
8466,2015,12,17,16,59
8467,2015,12,17,17,50
8468,2015,12,17,18,46
8469,2015,12,17,19,75
8470,2015,12,17,20,61
8471,2015,12,17,21,69
8472,2015,12,17,22,68
8473,2015,12,17,23,73
8474,2015,12,18,0,61
8475,2015,12,18,1,82
8476,2015,12,18,2,44
8477,2015,12,18,3,73
8478,2015,12,18,4,55
8479,2015,12,18,5,70
8480,2015,12,18,6,59
8481,2015,12,18,7,49
8482,2015,12,18,8,56
8483,2015,12,18,9,62
8484,2015,12,18,10,50
8485,2015,12,18,11,50
8486,2015,12,18,12,62
8487,2015,12,18,13,50
8488,2015,12,18,14,70
8489,2015,12,18,15,61
8490,2015,12,18,16,66
8491,2015,12,18,17,57
8492,2015,12,18,18,40
8493,2015,12,18,19,63
8494,2015,12,18,20,69
8495,2015,12,18,21,78
8496,2015,12,18,22,62
8497,2015,12,18,23,61
8498,2015,12,19,0,72
8499,2015,12,19,1,47
8500,2015,12,19,2,45
8501,2015,12,19,3,43
8502,2015,12,19,4,70
8503,2015,12,19,5,49
8504,2015,12,19,6,46
8505,2015,12,19,7,36
8506,2015,12,19,8,47
8507,2015,12,19,9,58
8508,2015,12,19,10,37
8509,2015,12,19,11,45
8510,2015,12,19,12,60
8511,2015,12,19,13,39
8512,2015,12,19,14,48
8513,2015,12,19,15,33
8514,2015,12,19,16,51
8515,2015,12,19,17,32
8516,2015,12,19,18,69
8517,2015,12,19,19,62
8518,2015,12,19,20,50
8519,2015,12,19,21,51
8520,2015,12,19,22,73
8521,2015,12,19,23,79
8522,2015,12,20,0,72
8523,2015,12,20,1,75
8524,2015,12,20,2,33
8525,2015,12,20,3,50
8526,2015,12,20,4,42
8527,2015,12,20,5,39
8528,2015,12,20,6,51
8529,2015,12,20,7,41
8530,2015,12,20,8,67
8531,2015,12,20,9,50
8532,2015,12,20,10,36
8533,2015,12,20,11,35
8534,2015,12,20,12,41
8535,2015,12,20,13,60
8536,2015,12,20,14,50
8537,2015,12,20,15,57
8538,2015,12,20,16,36
8539,2015,12,20,17,65
8540,2015,12,20,18,61
8541,2015,12,20,19,55
8542,2015,12,20,20,87
8543,2015,12,20,21,41
8544,2015,12,20,22,72
8545,2015,12,20,23,53
8546,2015,12,21,0,64
8547,2015,12,21,1,77
8548,2015,12,21,2,60
8549,2015,12,21,3,73
8550,2015,12,21,4,76
8551,2015,12,21,5,72
8552,2015,12,21,6,43
8553,2015,12,21,7,37
8554,2015,12,21,8,68
8555,2015,12,21,9,40
8556,2015,12,21,10,61
8557,2015,12,21,11,69
8558,2015,12,21,12,49
8559,2015,12,21,13,48
8560,2015,12,21,14,49
8561,2015,12,21,15,69
8562,2015,12,21,16,30
8563,2015,12,21,17,49
8564,2015,12,21,18,51
8565,2015,12,21,19,52
8566,2015,12,21,20,61
8567,2015,12,21,21,75
8568,2015,12,21,22,60
8569,2015,12,21,23,55
8570,2015,12,22,0,69
8571,2015,12,22,1,63
8572,2015,12,22,2,73
8573,2015,12,22,3,39
8574,2015,12,22,4,64
8575,2015,12,22,5,68
8576,2015,12,22,6,45
8577,2015,12,22,7,30
8578,2015,12,22,8,66
8579,2015,12,22,9,56
8580,2015,12,22,10,41
8581,2015,12,22,11,35
8582,2015,12,22,12,52
8583,2015,12,22,13,46
8584,2015,12,22,14,60
8585,2015,12,22,15,46
8586,2015,12,22,16,45
8587,2015,12,22,17,17
8588,2015,12,22,18,60
8589,2015,12,22,19,54
8590,2015,12,22,20,38
8591,2015,12,22,21,62
8592,2015,12,22,22,57
8593,2015,12,22,23,58
8594,2015,12,23,0,43
8595,2015,12,23,1,44
8596,2015,12,23,2,64
8597,2015,12,23,3,40
8598,2015,12,23,4,43
8599,2015,12,23,5,59
8600,2015,12,23,6,83
8601,2015,12,23,7,63
8602,2015,12,23,8,63
8603,2015,12,23,9,44
8604,2015,12,23,10,49
8605,2015,12,23,11,48
8606,2015,12,23,12,58
8607,2015,12,23,13,51
8608,2015,12,23,14,57
8609,2015,12,23,15,61
8610,2015,12,23,16,61
8611,2015,12,23,17,62
8612,2015,12,23,18,52
8613,2015,12,23,19,60
8614,2015,12,23,20,100
8615,2015,12,23,21,67
8616,2015,12,23,22,95
8617,2015,12,23,23,87
8618,2015,12,24,0,89
8619,2015,12,24,0,96
8620,2015,12,24,1,63
8621,2015,12,24,2,58
8622,2015,12,24,3,91
8623,2015,12,24,4,88
8624,2015,12,24,5,81
8625,2015,12,24,6,86
8626,2015,12,24,7,72
8627,2015,12,24,8,83
8628,2015,12,24,9,43
8629,2015,12,24,10,76
8630,2015,12,24,11,67
8631,2015,12,24,12,53
8632,2015,12,24,13,48
8633,2015,12,24,14,38
8634,2015,12,24,15,50
8635,2015,12,24,16,47
8636,2015,12,24,17,59
8637,2015,12,24,18,63
8638,2015,12,24,19,62
8639,2015,12,24,20,75
8640,2015,12,24,21,59
8641,2015,12,24,22,65
8642,2015,12,24,23,68
8643,2015,12,25,0,68
8644,2015,12,25,1,45
8645,2015,12,25,2,67
8646,2015,12,25,3,55
8647,2015,12,25,4,91
8648,2015,12,25,5,70
8649,2015,12,25,6,0
8650,2015,12,25,7,30
8651,2015,12,25,8,62
8652,2015,12,25,9,77
8653,2015,12,25,10,19
8654,2015,12,25,11,23
8655,2015,12,25,12,27
8656,2015,12,25,13,71
8657,2015,12,25,14,56
8658,2015,12,25,15,67
8659,2015,12,25,16,24
8660,2015,12,25,17,51
8661,2015,12,25,18,53
8662,2015,12,25,19,64
8663,2015,12,25,20,45
8664,2015,12,25,21,100
8665,2015,12,25,22,71
8666,2015,12,25,23,58
8667,2015,12,26,0,50
8668,2015,12,26,1,63
8669,2015,12,26,2,81
8670,2015,12,26,3,64
8671,2015,12,26,4,67
8672,2015,12,26,5,84
8673,2015,12,26,6,40
8674,2015,12,26,7,51
8675,2015,12,26,8,51
8676,2015,12,26,9,72
8677,2015,12,26,10,66
8678,2015,12,26,11,60
8679,2015,12,26,12,55
8680,2015,12,26,13,56
8681,2015,12,26,14,50
8682,2015,12,26,15,53
8683,2015,12,26,16,80
8684,2015,12,26,17,72
8685,2015,12,26,18,79
8686,2015,12,26,19,70
8687,2015,12,26,20,63
8688,2015,12,26,21,77
8689,2015,12,26,22,64
8690,2015,12,26,23,86
8691,2015,12,27,0,75
8692,2015,12,27,1,62
