,year,month,day,hour,bitcoin
4359,2015,6,30,14,53
4360,2015,6,30,15,46
4361,2015,6,30,16,46
4362,2015,6,30,17,48
4363,2015,6,30,18,50
4364,2015,6,30,19,48
4365,2015,6,30,20,45
4366,2015,6,30,21,68
4367,2015,6,30,22,60
4368,2015,6,30,23,37
4369,2015,7,1,0,52
4370,2015,7,1,1,45
4371,2015,7,1,2,46
4372,2015,7,1,3,26
4373,2015,7,1,4,40
4374,2015,7,1,5,49
4375,2015,7,1,6,37
4376,2015,7,1,7,32
4377,2015,7,1,8,46
4378,2015,7,1,9,30
4379,2015,7,1,10,39
4380,2015,7,1,11,40
4381,2015,7,1,12,24
4382,2015,7,1,13,13
4383,2015,7,1,14,43
4384,2015,7,1,15,50
4385,2015,7,1,16,30
4386,2015,7,1,17,34
4387,2015,7,1,18,34
4388,2015,7,1,19,38
4389,2015,7,1,20,39
4390,2015,7,1,21,36
4391,2015,7,1,22,29
4392,2015,7,1,23,84
4393,2015,7,2,0,41
4394,2015,7,2,0,54
4395,2015,7,2,1,38
4396,2015,7,2,2,76
4397,2015,7,2,3,55
4398,2015,7,2,4,68
4399,2015,7,2,5,75
4400,2015,7,2,6,63
4401,2015,7,2,7,56
4402,2015,7,2,8,56
4403,2015,7,2,9,39
4404,2015,7,2,10,72
4405,2015,7,2,11,54
4406,2015,7,2,12,51
4407,2015,7,2,13,44
4408,2015,7,2,14,51
4409,2015,7,2,15,39
4410,2015,7,2,16,39
4411,2015,7,2,17,45
4412,2015,7,2,18,49
4413,2015,7,2,19,48
4414,2015,7,2,20,51
4415,2015,7,2,21,50
4416,2015,7,2,22,65
4417,2015,7,2,23,48
4418,2015,7,3,0,74
4419,2015,7,3,1,55
4420,2015,7,3,2,45
4421,2015,7,3,3,57
4422,2015,7,3,4,68
4423,2015,7,3,5,59
4424,2015,7,3,6,39
4425,2015,7,3,7,69
4426,2015,7,3,8,55
4427,2015,7,3,9,23
4428,2015,7,3,10,43
4429,2015,7,3,11,50
4430,2015,7,3,12,49
4431,2015,7,3,13,50
4432,2015,7,3,14,45
4433,2015,7,3,15,51
4434,2015,7,3,16,67
4435,2015,7,3,17,88
4436,2015,7,3,18,47
4437,2015,7,3,19,17
4438,2015,7,3,20,60
4439,2015,7,3,21,51
4440,2015,7,3,22,64
4441,2015,7,3,23,57
4442,2015,7,4,0,38
4443,2015,7,4,1,55
4444,2015,7,4,2,42
4445,2015,7,4,3,38
4446,2015,7,4,4,73
4447,2015,7,4,5,95
4448,2015,7,4,6,42
4449,2015,7,4,7,55
4450,2015,7,4,8,49
4451,2015,7,4,9,66
4452,2015,7,4,10,16
4453,2015,7,4,11,42
4454,2015,7,4,12,71
4455,2015,7,4,13,55
4456,2015,7,4,14,51
4457,2015,7,4,15,62
4458,2015,7,4,16,50
4459,2015,7,4,17,52
4460,2015,7,4,18,60
4461,2015,7,4,19,31
4462,2015,7,4,20,62
4463,2015,7,4,21,58
4464,2015,7,4,22,66
4465,2015,7,4,23,77
4466,2015,7,5,0,19
4467,2015,7,5,1,52
4468,2015,7,5,2,55
4469,2015,7,5,3,60
4470,2015,7,5,4,40
4471,2015,7,5,5,84
4472,2015,7,5,6,36
4473,2015,7,5,7,44
4474,2015,7,5,8,30
4475,2015,7,5,9,32
4476,2015,7,5,10,35
4477,2015,7,5,11,43
4478,2015,7,5,12,58
4479,2015,7,5,13,26
4480,2015,7,5,14,41
4481,2015,7,5,15,58
4482,2015,7,5,16,59
4483,2015,7,5,17,60
4484,2015,7,5,18,72
4485,2015,7,5,19,74
4486,2015,7,5,20,80
4487,2015,7,5,21,100
4488,2015,7,5,22,72
4489,2015,7,5,23,90
4490,2015,7,6,0,68
4491,2015,7,6,1,85
4492,2015,7,6,2,80
4493,2015,7,6,3,52
4494,2015,7,6,4,73
4495,2015,7,6,5,62
4496,2015,7,6,6,36
4497,2015,7,6,7,80
4498,2015,7,6,8,60
4499,2015,7,6,9,61
4500,2015,7,6,10,56
4501,2015,7,6,11,41
4502,2015,7,6,12,61
4503,2015,7,6,13,63
4504,2015,7,6,14,50
4505,2015,7,6,15,80
4506,2015,7,6,16,70
4507,2015,7,6,17,73
4508,2015,7,6,18,43
4509,2015,7,6,19,77
4510,2015,7,6,20,63
4511,2015,7,6,21,59
4512,2015,7,6,22,40
4513,2015,7,6,23,73
4514,2015,7,7,0,70
4515,2015,7,7,1,65
4516,2015,7,7,2,58
4517,2015,7,7,3,82
4518,2015,7,7,4,65
4519,2015,7,7,5,75
4520,2015,7,7,6,58
4521,2015,7,7,7,40
4522,2015,7,7,8,57
4523,2015,7,7,9,54
4524,2015,7,7,10,38
4525,2015,7,7,11,52
4526,2015,7,7,12,59
4527,2015,7,7,13,47
4528,2015,7,7,14,45
4529,2015,7,7,15,66
4530,2015,7,7,16,56
4531,2015,7,7,17,49
4532,2015,7,7,18,68
4533,2015,7,7,19,46
4534,2015,7,7,20,55
4535,2015,7,7,21,55
4536,2015,7,7,22,47
4537,2015,7,7,23,54
4538,2015,7,8,0,58
4539,2015,7,8,1,59
4540,2015,7,8,2,60
4541,2015,7,8,3,48
4542,2015,7,8,4,71
4543,2015,7,8,5,34
4544,2015,7,8,6,23
4545,2015,7,8,7,45
4546,2015,7,8,8,53
4547,2015,7,8,9,48
4548,2015,7,8,10,47
4549,2015,7,8,11,41
4550,2015,7,8,12,47
4551,2015,7,8,13,72
4552,2015,7,8,14,53
4553,2015,7,8,15,55
4554,2015,7,8,16,51
4555,2015,7,8,17,72
4556,2015,7,8,18,74
4557,2015,7,8,19,72
4558,2015,7,8,20,57
4559,2015,7,8,21,64
4560,2015,7,8,22,63
4561,2015,7,8,23,45
4562,2015,7,9,0,83
4563,2015,7,9,0,81
4564,2015,7,9,1,32
4565,2015,7,9,2,63
4566,2015,7,9,3,61
4567,2015,7,9,4,46
4568,2015,7,9,5,60
4569,2015,7,9,6,59
4570,2015,7,9,7,54
4571,2015,7,9,8,35
4572,2015,7,9,9,50
4573,2015,7,9,10,39
4574,2015,7,9,11,44
4575,2015,7,9,12,39
4576,2015,7,9,13,47
4577,2015,7,9,14,46
4578,2015,7,9,15,51
4579,2015,7,9,16,64
4580,2015,7,9,17,41
4581,2015,7,9,18,47
4582,2015,7,9,19,52
4583,2015,7,9,20,59
4584,2015,7,9,21,64
4585,2015,7,9,22,63
4586,2015,7,9,23,46
4587,2015,7,10,0,64
4588,2015,7,10,1,54
4589,2015,7,10,2,61
4590,2015,7,10,3,69
4591,2015,7,10,4,43
4592,2015,7,10,5,39
4593,2015,7,10,6,68
4594,2015,7,10,7,49
4595,2015,7,10,8,36
4596,2015,7,10,9,66
4597,2015,7,10,10,53
4598,2015,7,10,11,68
4599,2015,7,10,12,69
4600,2015,7,10,13,43
4601,2015,7,10,14,48
4602,2015,7,10,15,53
4603,2015,7,10,16,57
4604,2015,7,10,17,65
4605,2015,7,10,18,61
4606,2015,7,10,19,67
4607,2015,7,10,20,61
4608,2015,7,10,21,49
4609,2015,7,10,22,68
4610,2015,7,10,23,62
4611,2015,7,11,0,48
4612,2015,7,11,1,48
4613,2015,7,11,2,56
4614,2015,7,11,3,67
4615,2015,7,11,4,19
4616,2015,7,11,5,38
4617,2015,7,11,6,74
4618,2015,7,11,7,56
4619,2015,7,11,8,57
4620,2015,7,11,9,48
4621,2015,7,11,10,35
4622,2015,7,11,11,56
4623,2015,7,11,12,23
4624,2015,7,11,13,69
4625,2015,7,11,14,45
4626,2015,7,11,15,58
4627,2015,7,11,16,40
4628,2015,7,11,17,37
4629,2015,7,11,18,53
4630,2015,7,11,19,45
4631,2015,7,11,20,60
4632,2015,7,11,21,60
4633,2015,7,11,22,47
4634,2015,7,11,23,53
4635,2015,7,12,0,30
4636,2015,7,12,1,57
4637,2015,7,12,2,100
4638,2015,7,12,3,59
4639,2015,7,12,4,54
4640,2015,7,12,5,45
4641,2015,7,12,6,74
4642,2015,7,12,7,66
4643,2015,7,12,8,42
4644,2015,7,12,9,77
4645,2015,7,12,10,48
4646,2015,7,12,11,54
4647,2015,7,12,12,60
4648,2015,7,12,13,32
4649,2015,7,12,14,63
4650,2015,7,12,15,78
4651,2015,7,12,16,72
4652,2015,7,12,17,81
4653,2015,7,12,18,53
4654,2015,7,12,19,55
4655,2015,7,12,20,47
4656,2015,7,12,21,74
4657,2015,7,12,22,62
4658,2015,7,12,23,71
4659,2015,7,13,0,37
4660,2015,7,13,1,59
4661,2015,7,13,2,39
4662,2015,7,13,3,38
4663,2015,7,13,4,61
4664,2015,7,13,5,64
4665,2015,7,13,6,54
4666,2015,7,13,7,45
4667,2015,7,13,8,50
4668,2015,7,13,9,81
4669,2015,7,13,10,32
4670,2015,7,13,11,40
4671,2015,7,13,12,51
4672,2015,7,13,13,41
4673,2015,7,13,14,54
4674,2015,7,13,15,50
4675,2015,7,13,16,53
4676,2015,7,13,17,57
4677,2015,7,13,18,50
4678,2015,7,13,19,57
4679,2015,7,13,20,63
4680,2015,7,13,21,51
4681,2015,7,13,22,53
4682,2015,7,13,23,68
4683,2015,7,14,0,75
4684,2015,7,14,1,44
4685,2015,7,14,2,76
4686,2015,7,14,3,70
4687,2015,7,14,4,34
4688,2015,7,14,5,51
4689,2015,7,14,6,45
4690,2015,7,14,7,42
4691,2015,7,14,8,58
4692,2015,7,14,9,70
4693,2015,7,14,10,52
4694,2015,7,14,11,27
4695,2015,7,14,12,41
4696,2015,7,14,13,26
4697,2015,7,14,14,59
4698,2015,7,14,15,46
4699,2015,7,14,16,64
4700,2015,7,14,17,60
4701,2015,7,14,18,52
4702,2015,7,14,19,40
4703,2015,7,14,20,41
4704,2015,7,14,21,76
4705,2015,7,14,22,42
4706,2015,7,14,23,65
4707,2015,7,15,0,34
4708,2015,7,15,1,57
4709,2015,7,15,2,13
4710,2015,7,15,3,69
4711,2015,7,15,4,54
4712,2015,7,15,5,54
4713,2015,7,15,6,42
4714,2015,7,15,7,49
4715,2015,7,15,8,43
4716,2015,7,15,9,41
4717,2015,7,15,10,52
4718,2015,7,15,11,33
4719,2015,7,15,12,40
4720,2015,7,15,13,59
4721,2015,7,15,14,56
4722,2015,7,15,15,49
4723,2015,7,15,16,43
4724,2015,7,15,17,48
4725,2015,7,15,18,39
4726,2015,7,15,19,59
4727,2015,7,15,20,58
4728,2015,7,15,21,85
4729,2015,7,15,22,48
4730,2015,7,15,23,60
4731,2015,7,16,0,39
4732,2015,7,16,0,49
4733,2015,7,16,1,77
4734,2015,7,16,2,47
4735,2015,7,16,3,84
4736,2015,7,16,4,70
4737,2015,7,16,5,57
4738,2015,7,16,6,76
4739,2015,7,16,7,51
4740,2015,7,16,8,54
4741,2015,7,16,9,40
4742,2015,7,16,10,51
4743,2015,7,16,11,80
4744,2015,7,16,12,42
4745,2015,7,16,13,43
4746,2015,7,16,14,74
4747,2015,7,16,15,61
4748,2015,7,16,16,70
4749,2015,7,16,17,47
4750,2015,7,16,18,64
4751,2015,7,16,19,50
4752,2015,7,16,20,66
4753,2015,7,16,21,48
4754,2015,7,16,22,50
4755,2015,7,16,23,68
4756,2015,7,17,0,59
4757,2015,7,17,1,74
4758,2015,7,17,2,48
4759,2015,7,17,3,71
4760,2015,7,17,4,87
4761,2015,7,17,5,42
4762,2015,7,17,6,21
4763,2015,7,17,7,33
4764,2015,7,17,8,64
4765,2015,7,17,9,60
4766,2015,7,17,10,100
4767,2015,7,17,11,59
4768,2015,7,17,12,44
4769,2015,7,17,13,50
4770,2015,7,17,14,44
4771,2015,7,17,15,61
4772,2015,7,17,16,59
4773,2015,7,17,17,65
4774,2015,7,17,18,19
4775,2015,7,17,19,87
4776,2015,7,17,20,56
4777,2015,7,17,21,87
4778,2015,7,17,22,53
4779,2015,7,17,23,80
4780,2015,7,18,0,86
4781,2015,7,18,1,55
4782,2015,7,18,2,49
4783,2015,7,18,3,56
4784,2015,7,18,4,53
4785,2015,7,18,5,70
4786,2015,7,18,6,68
4787,2015,7,18,7,53
4788,2015,7,18,8,61
4789,2015,7,18,9,29
4790,2015,7,18,10,70
4791,2015,7,18,11,50
4792,2015,7,18,12,63
4793,2015,7,18,13,49
4794,2015,7,18,14,50
4795,2015,7,18,15,69
4796,2015,7,18,16,40
4797,2015,7,18,17,46
4798,2015,7,18,18,57
4799,2015,7,18,19,37
4800,2015,7,18,20,69
4801,2015,7,18,21,86
4802,2015,7,18,22,84
4803,2015,7,18,23,71
4804,2015,7,19,0,72
4805,2015,7,19,1,50
4806,2015,7,19,2,52
4807,2015,7,19,3,37
4808,2015,7,19,4,53
4809,2015,7,19,5,68
4810,2015,7,19,6,68
4811,2015,7,19,7,71
4812,2015,7,19,8,65
4813,2015,7,19,9,62
4814,2015,7,19,10,76
4815,2015,7,19,11,89
4816,2015,7,19,12,41
4817,2015,7,19,13,44
4818,2015,7,19,14,86
4819,2015,7,19,15,55
4820,2015,7,19,16,46
4821,2015,7,19,17,39
4822,2015,7,19,18,54
4823,2015,7,19,19,38
4824,2015,7,19,20,58
4825,2015,7,19,21,66
4826,2015,7,19,22,75
4827,2015,7,19,23,69
4828,2015,7,20,0,39
4829,2015,7,20,1,88
4830,2015,7,20,2,46
4831,2015,7,20,3,71
4832,2015,7,20,4,76
4833,2015,7,20,5,57
4834,2015,7,20,6,42
4835,2015,7,20,7,39
4836,2015,7,20,8,69
4837,2015,7,20,9,60
4838,2015,7,20,10,40
4839,2015,7,20,11,48
4840,2015,7,20,12,59
4841,2015,7,20,13,65
4842,2015,7,20,14,52
4843,2015,7,20,15,78
4844,2015,7,20,16,44
4845,2015,7,20,17,72
4846,2015,7,20,18,87
4847,2015,7,20,19,84
4848,2015,7,20,20,70
4849,2015,7,20,21,81
4850,2015,7,20,22,70
4851,2015,7,20,23,38
4852,2015,7,21,0,75
4853,2015,7,21,1,64
4854,2015,7,21,2,73
4855,2015,7,21,3,93
4856,2015,7,21,4,65
4857,2015,7,21,5,43
4858,2015,7,21,6,37
4859,2015,7,21,7,52
4860,2015,7,21,8,86
4861,2015,7,21,9,58
4862,2015,7,21,10,27
4863,2015,7,21,11,40
4864,2015,7,21,12,90
4865,2015,7,21,13,66
4866,2015,7,21,14,62
4867,2015,7,21,15,65
4868,2015,7,21,16,46
4869,2015,7,21,17,60
4870,2015,7,21,18,70
4871,2015,7,21,19,49
4872,2015,7,21,20,57
4873,2015,7,21,21,93
4874,2015,7,21,22,44
4875,2015,7,21,23,68
4876,2015,7,22,0,53
4877,2015,7,22,1,60
4878,2015,7,22,2,79
4879,2015,7,22,3,69
4880,2015,7,22,4,86
4881,2015,7,22,5,72
4882,2015,7,22,6,45
4883,2015,7,22,7,29
4884,2015,7,22,8,46
4885,2015,7,22,9,50
4886,2015,7,22,10,54
4887,2015,7,22,11,64
4888,2015,7,22,12,55
4889,2015,7,22,13,62
4890,2015,7,22,14,63
4891,2015,7,22,15,39
4892,2015,7,22,16,76
4893,2015,7,22,17,27
4894,2015,7,22,18,67
4895,2015,7,22,19,70
4896,2015,7,22,20,61
4897,2015,7,22,21,86
4898,2015,7,22,22,67
4899,2015,7,22,23,40
4900,2015,7,23,0,78
4901,2015,7,23,0,71
4902,2015,7,23,1,58
4903,2015,7,23,2,64
4904,2015,7,23,3,61
4905,2015,7,23,4,40
4906,2015,7,23,5,78
4907,2015,7,23,6,36
4908,2015,7,23,7,32
4909,2015,7,23,8,46
4910,2015,7,23,9,51
4911,2015,7,23,10,41
4912,2015,7,23,11,62
4913,2015,7,23,12,52
4914,2015,7,23,13,37
4915,2015,7,23,14,41
4916,2015,7,23,15,45
4917,2015,7,23,16,54
4918,2015,7,23,17,47
4919,2015,7,23,18,51
4920,2015,7,23,19,46
4921,2015,7,23,20,71
4922,2015,7,23,21,47
4923,2015,7,23,22,50
4924,2015,7,23,23,63
4925,2015,7,24,0,78
4926,2015,7,24,1,66
4927,2015,7,24,2,54
4928,2015,7,24,3,27
4929,2015,7,24,4,45
4930,2015,7,24,5,47
4931,2015,7,24,6,53
4932,2015,7,24,7,60
4933,2015,7,24,8,43
4934,2015,7,24,9,58
4935,2015,7,24,10,65
4936,2015,7,24,11,35
4937,2015,7,24,12,42
4938,2015,7,24,13,62
4939,2015,7,24,14,40
4940,2015,7,24,15,53
4941,2015,7,24,16,39
4942,2015,7,24,17,49
4943,2015,7,24,18,69
4944,2015,7,24,19,59
4945,2015,7,24,20,52
4946,2015,7,24,21,65
4947,2015,7,24,22,50
4948,2015,7,24,23,67
4949,2015,7,25,0,44
4950,2015,7,25,1,56
4951,2015,7,25,2,31
4952,2015,7,25,3,69
4953,2015,7,25,4,39
4954,2015,7,25,5,28
4955,2015,7,25,6,19
4956,2015,7,25,7,41
4957,2015,7,25,8,72
4958,2015,7,25,9,23
4959,2015,7,25,10,46
4960,2015,7,25,11,67
4961,2015,7,25,12,53
4962,2015,7,25,13,58
4963,2015,7,25,14,51
4964,2015,7,25,15,46
4965,2015,7,25,16,34
4966,2015,7,25,17,63
4967,2015,7,25,18,60
4968,2015,7,25,19,44
4969,2015,7,25,20,6
4970,2015,7,25,21,57
4971,2015,7,25,22,100
4972,2015,7,25,23,54
4973,2015,7,26,0,62
4974,2015,7,26,1,46
4975,2015,7,26,2,58
4976,2015,7,26,3,43
4977,2015,7,26,4,76
4978,2015,7,26,5,53
4979,2015,7,26,6,66
4980,2015,7,26,7,55
4981,2015,7,26,8,49
4982,2015,7,26,9,22
4983,2015,7,26,10,52
4984,2015,7,26,11,62
4985,2015,7,26,12,53
4986,2015,7,26,13,39
4987,2015,7,26,14,52
4988,2015,7,26,15,41
4989,2015,7,26,16,61
4990,2015,7,26,17,45
4991,2015,7,26,18,69
4992,2015,7,26,19,67
4993,2015,7,26,20,58
4994,2015,7,26,21,64
4995,2015,7,26,22,65
4996,2015,7,26,23,66
4997,2015,7,27,0,73
4998,2015,7,27,1,72
4999,2015,7,27,2,55
5000,2015,7,27,3,74
5001,2015,7,27,4,44
5002,2015,7,27,5,67
5003,2015,7,27,6,44
5004,2015,7,27,7,54
5005,2015,7,27,8,58
5006,2015,7,27,9,61
5007,2015,7,27,10,49
5008,2015,7,27,11,42
5009,2015,7,27,12,50
5010,2015,7,27,13,51
5011,2015,7,27,14,33
5012,2015,7,27,15,39
5013,2015,7,27,16,62
5014,2015,7,27,17,53
5015,2015,7,27,18,48
5016,2015,7,27,19,57
5017,2015,7,27,20,60
5018,2015,7,27,21,87
5019,2015,7,27,22,47
5020,2015,7,27,23,88
5021,2015,7,28,0,59
5022,2015,7,28,1,82
5023,2015,7,28,2,52
5024,2015,7,28,3,48
5025,2015,7,28,4,76
5026,2015,7,28,5,57
5027,2015,7,28,6,43
5028,2015,7,28,7,64
5029,2015,7,28,8,43
5030,2015,7,28,9,62
5031,2015,7,28,10,65
5032,2015,7,28,11,63
5033,2015,7,28,12,49
5034,2015,7,28,13,48
5035,2015,7,28,14,40
5036,2015,7,28,15,49
5037,2015,7,28,16,66
5038,2015,7,28,17,52
5039,2015,7,28,18,59
5040,2015,7,28,19,78
5041,2015,7,28,20,57
5042,2015,7,28,21,71
5043,2015,7,28,22,68
5044,2015,7,28,23,79
5045,2015,7,29,0,65
5046,2015,7,29,1,50
5047,2015,7,29,2,40
5048,2015,7,29,3,50
5049,2015,7,29,4,58
5050,2015,7,29,5,79
5051,2015,7,29,6,37
5052,2015,7,29,7,54
5053,2015,7,29,8,19
5054,2015,7,29,9,54
5055,2015,7,29,10,22
5056,2015,7,29,11,46
5057,2015,7,29,12,53
5058,2015,7,29,13,42
5059,2015,7,29,14,51
5060,2015,7,29,15,63
5061,2015,7,29,16,57
5062,2015,7,29,17,63
5063,2015,7,29,18,36
5064,2015,7,29,19,51
5065,2015,7,29,20,40
5066,2015,7,29,21,44
5067,2015,7,29,22,57
5068,2015,7,29,23,40
5069,2015,7,30,0,52
5070,2015,7,30,0,44
5071,2015,7,30,1,41
5072,2015,7,30,2,39
5073,2015,7,30,3,53
5074,2015,7,30,4,40
5075,2015,7,30,5,42
5076,2015,7,30,6,33
5077,2015,7,30,7,32
5078,2015,7,30,8,40
5079,2015,7,30,9,50
5080,2015,7,30,10,41
5081,2015,7,30,11,23
5082,2015,7,30,12,36
5083,2015,7,30,13,39
5084,2015,7,30,14,45
5085,2015,7,30,15,32
5086,2015,7,30,16,52
5087,2015,7,30,17,38
5088,2015,7,30,18,44
5089,2015,7,30,19,45
5090,2015,7,30,20,55
5091,2015,7,30,21,49
5092,2015,7,30,22,29
5093,2015,7,30,23,56
5094,2015,7,31,0,58
5095,2015,7,31,1,53
5096,2015,7,31,2,54
5097,2015,7,31,3,46
5098,2015,7,31,4,40
5099,2015,7,31,5,50
5100,2015,7,31,6,44
5101,2015,7,31,7,30
5102,2015,7,31,8,38
5103,2015,7,31,9,20
5104,2015,7,31,10,50
5105,2015,7,31,11,22
5106,2015,7,31,12,29
5107,2015,7,31,13,31
5108,2015,7,31,14,25
5109,2015,7,31,15,38
5110,2015,7,31,16,42
5111,2015,7,31,17,35
5112,2015,7,31,18,37
5113,2015,7,31,19,56
5114,2015,7,31,20,53
5115,2015,7,31,21,58
5116,2015,7,31,22,43
5117,2015,7,31,23,71
5118,2015,8,1,0,52
5119,2015,8,1,1,47
5120,2015,8,1,2,87
5121,2015,8,1,3,81
5122,2015,8,1,4,64
5123,2015,8,1,5,46
5124,2015,8,1,6,45
5125,2015,8,1,7,57
5126,2015,8,1,8,57
5127,2015,8,1,9,91
5128,2015,8,1,10,86
5129,2015,8,1,11,83
5130,2015,8,1,12,75
5131,2015,8,1,13,70
5132,2015,8,1,14,100
5133,2015,8,1,15,53
5134,2015,8,1,16,60
5135,2015,8,1,17,74
5136,2015,8,1,18,66
5137,2015,8,1,19,57
5138,2015,8,1,20,70
5139,2015,8,1,21,91
5140,2015,8,1,22,67
5141,2015,8,1,23,62
5142,2015,8,2,0,44
5143,2015,8,2,1,47
5144,2015,8,2,2,34
5145,2015,8,2,3,73
5146,2015,8,2,4,68
5147,2015,8,2,5,69
5148,2015,8,2,6,40
5149,2015,8,2,7,49
5150,2015,8,2,8,64
5151,2015,8,2,9,78
5152,2015,8,2,10,58
5153,2015,8,2,11,60
5154,2015,8,2,12,48
5155,2015,8,2,13,45
5156,2015,8,2,14,59
5157,2015,8,2,15,45
5158,2015,8,2,16,38
5159,2015,8,2,17,49
5160,2015,8,2,18,55
5161,2015,8,2,19,44
5162,2015,8,2,20,58
5163,2015,8,2,21,45
5164,2015,8,2,22,53
5165,2015,8,2,23,52
5166,2015,8,3,0,55
5167,2015,8,3,1,50
5168,2015,8,3,2,53
5169,2015,8,3,3,65
5170,2015,8,3,4,86
5171,2015,8,3,5,75
5172,2015,8,3,6,52
5173,2015,8,3,7,42
5174,2015,8,3,8,52
5175,2015,8,3,9,49
5176,2015,8,3,10,48
5177,2015,8,3,11,37
5178,2015,8,3,12,43
5179,2015,8,3,13,64
5180,2015,8,3,14,33
5181,2015,8,3,15,53
5182,2015,8,3,16,41
5183,2015,8,3,17,59
5184,2015,8,3,18,35
5185,2015,8,3,19,49
5186,2015,8,3,20,41
5187,2015,8,3,21,59
5188,2015,8,3,22,62
5189,2015,8,3,23,47
5190,2015,8,4,0,28
5191,2015,8,4,1,61
5192,2015,8,4,2,24
5193,2015,8,4,3,48
5194,2015,8,4,4,42
5195,2015,8,4,5,33
5196,2015,8,4,6,39
5197,2015,8,4,7,32
5198,2015,8,4,8,62
5199,2015,8,4,9,44
5200,2015,8,4,10,48
5201,2015,8,4,11,55
5202,2015,8,4,12,50
5203,2015,8,4,13,45
5204,2015,8,4,14,58
5205,2015,8,4,15,50
5206,2015,8,4,16,46
5207,2015,8,4,17,56
5208,2015,8,4,18,56
5209,2015,8,4,19,48
5210,2015,8,4,20,62
5211,2015,8,4,21,52
5212,2015,8,4,22,76
5213,2015,8,4,23,55
5214,2015,8,5,0,35
5215,2015,8,5,1,40
5216,2015,8,5,2,66
5217,2015,8,5,3,35
5218,2015,8,5,4,60
5219,2015,8,5,5,48
5220,2015,8,5,6,32
5221,2015,8,5,7,23
5222,2015,8,5,8,28
5223,2015,8,5,9,50
5224,2015,8,5,10,44
5225,2015,8,5,11,40
5226,2015,8,5,12,49
5227,2015,8,5,13,42
5228,2015,8,5,14,44
5229,2015,8,5,15,40
5230,2015,8,5,16,60
5231,2015,8,5,17,66
5232,2015,8,5,18,43
5233,2015,8,5,19,45
5234,2015,8,5,20,56
5235,2015,8,5,21,54
5236,2015,8,5,22,37
5237,2015,8,5,23,55
5238,2015,8,6,0,41
5239,2015,8,6,0,58
5240,2015,8,6,1,75
5241,2015,8,6,2,84
5242,2015,8,6,3,72
5243,2015,8,6,4,45
5244,2015,8,6,5,80
5245,2015,8,6,6,65
5246,2015,8,6,7,59
5247,2015,8,6,8,46
5248,2015,8,6,9,42
5249,2015,8,6,10,43
5250,2015,8,6,11,63
5251,2015,8,6,12,52
5252,2015,8,6,13,55
5253,2015,8,6,14,59
5254,2015,8,6,15,63
5255,2015,8,6,16,70
5256,2015,8,6,17,52
5257,2015,8,6,18,65
5258,2015,8,6,19,87
5259,2015,8,6,20,67
5260,2015,8,6,21,57
5261,2015,8,6,22,70
5262,2015,8,6,23,39
5263,2015,8,7,0,56
5264,2015,8,7,1,62
5265,2015,8,7,2,57
5266,2015,8,7,3,71
5267,2015,8,7,4,28
5268,2015,8,7,5,43
5269,2015,8,7,6,70
5270,2015,8,7,7,62
5271,2015,8,7,8,61
5272,2015,8,7,9,71
5273,2015,8,7,10,46
5274,2015,8,7,11,39
5275,2015,8,7,12,60
5276,2015,8,7,13,57
5277,2015,8,7,14,45
5278,2015,8,7,15,61
5279,2015,8,7,16,54
5280,2015,8,7,17,49
5281,2015,8,7,18,34
5282,2015,8,7,19,46
5283,2015,8,7,20,69
5284,2015,8,7,21,67
5285,2015,8,7,22,66
5286,2015,8,7,23,66
5287,2015,8,8,0,56
5288,2015,8,8,1,45
5289,2015,8,8,2,69
5290,2015,8,8,3,74
5291,2015,8,8,4,63
5292,2015,8,8,5,62
5293,2015,8,8,6,39
5294,2015,8,8,7,50
5295,2015,8,8,8,51
5296,2015,8,8,9,67
5297,2015,8,8,10,49
5298,2015,8,8,11,55
5299,2015,8,8,12,55
5300,2015,8,8,13,44
5301,2015,8,8,14,59
5302,2015,8,8,15,54
5303,2015,8,8,16,46
5304,2015,8,8,17,43
5305,2015,8,8,18,63
5306,2015,8,8,19,57
5307,2015,8,8,20,57
5308,2015,8,8,21,86
5309,2015,8,8,22,59
5310,2015,8,8,23,56
5311,2015,8,9,0,67
5312,2015,8,9,1,53
5313,2015,8,9,2,76
5314,2015,8,9,3,58
5315,2015,8,9,4,80
5316,2015,8,9,5,28
5317,2015,8,9,6,26
5318,2015,8,9,7,44
5319,2015,8,9,8,62
5320,2015,8,9,9,45
5321,2015,8,9,10,49
5322,2015,8,9,11,47
5323,2015,8,9,12,61
5324,2015,8,9,13,67
5325,2015,8,9,14,42
5326,2015,8,9,15,74
5327,2015,8,9,16,58
5328,2015,8,9,17,39
5329,2015,8,9,18,39
5330,2015,8,9,19,56
5331,2015,8,9,20,78
5332,2015,8,9,21,26
5333,2015,8,9,22,80
5334,2015,8,9,23,80
5335,2015,8,10,0,90
5336,2015,8,10,1,12
5337,2015,8,10,2,62
5338,2015,8,10,3,60
5339,2015,8,10,4,70
5340,2015,8,10,5,63
5341,2015,8,10,6,63
5342,2015,8,10,7,68
5343,2015,8,10,8,65
5344,2015,8,10,9,84
5345,2015,8,10,10,59
5346,2015,8,10,11,42
5347,2015,8,10,12,32
5348,2015,8,10,13,42
5349,2015,8,10,14,75
5350,2015,8,10,15,44
5351,2015,8,10,16,53
5352,2015,8,10,17,66
5353,2015,8,10,18,72
5354,2015,8,10,19,70
5355,2015,8,10,20,57
5356,2015,8,10,21,82
